customer_id,store_id,product_name,sales_date,sales_person_id,price,quantity,total_cost
10,122,nutrella,2023-03-04,6,40,1,40
6,122,maida,2023-05-19,5,20,8,160
4,122,sugar,2023-07-23,6,50,8,400
17,122,maida,2023-06-13,4,20,1,20
9,123,refined oil,2023-06-26,7,110,6,660
13,122,nutrella,2023-04-20,4,40,2,80
3,122,maida,2023-07-07,6,20,10,200
1,122,dantkanti,2023-06-21,5,100,5,500
12,121,besan,2023-03-17,2,52,1,52
15,122,clinic plus,2023-04-12,4,1.5,8,12.0
2,122,clinic plus,2023-05-31,4,1.5,5,7.5
20,123,quaker oats,2023-04-23,8,212,6,1272
1,123,quaker oats,2023-07-10,8,212,3,636
3,121,quaker oats,2023-07-17,1,212,3,636
6,121,clinic plus,2023-05-31,2,1.5,3,4.5
10,123,maida,2023-05-31,8,20,4,80
14,121,maida,2023-06-09,3,20,4,80
17,123,sugar,2023-03-03,9,50,8,400
5,122,refined oil,2023-08-08,4,110,9,990
3,121,dantkanti,2023-04-25,1,100,10,1000
14,121,quaker oats,2023-04-01,1,212,5,1060
7,121,dantkanti,2023-05-09,3,100,5,500
7,122,nutrella,2023-08-07,4,40,4,160
11,121,besan,2023-05-21,2,52,7,364
11,123,nutrella,2023-06-17,7,40,5,200
5,122,maida,2023-03-05,6,20,2,40
14,121,maida,2023-07-20,3,20,3,60
6,121,besan,2023-08-09,1,52,6,312
7,121,clinic plus,2023-05-28,2,1.5,2,3.0
3,121,sugar,2023-04-13,1,50,8,400
10,122,maida,2023-03-29,4,20,8,160
7,122,refined oil,2023-04-19,5,110,1,110
7,122,refined oil,2023-03-19,5,110,2,220
17,121,quaker oats,2023-06-23,1,212,7,1484
6,121,refined oil,2023-03-27,2,110,6,660
16,123,nutrella,2023-04-12,7,40,4,160
13,121,clinic plus,2023-08-10,1,1.5,8,12.0
16,123,maida,2023-04-17,8,20,9,180
11,122,nutrella,2023-05-10,5,40,9,360
7,123,refined oil,2023-08-01,9,110,9,990
8,122,besan,2023-03-24,4,52,5,260
5,122,clinic plus,2023-03-21,4,1.5,6,9.0
12,121,quaker oats,2023-03-12,2,212,8,1696
7,122,nutrella,2023-07-30,4,40,10,400
10,122,dantkanti,2023-05-13,6,100,5,500
4,121,clinic plus,2023-03-11,1,1.5,6,9.0
8,123,besan,2023-04-23,8,52,5,260
6,122,besan,2023-05-04,5,52,2,104
3,122,dantkanti,2023-06-05,4,100,6,600
2,123,refined oil,2023-07-03,9,110,10,1100
18,123,sugar,2023-07-07,8,50,9,450
14,122,refined oil,2023-04-14,6,110,3,330
17,123,refined oil,2023-05-14,7,110,1,110
1,121,sugar,2023-08-19,2,50,1,50
13,123,clinic plus,2023-05-24,9,1.5,8,12.0
16,123,quaker oats,2023-08-15,9,212,8,1696
11,121,nutrella,2023-03-23,2,40,6,240
13,123,nutrella,2023-03-13,8,40,3,120
3,121,dantkanti,2023-08-13,2,100,1,100
9,123,nutrella,2023-04-12,8,40,4,160
8,122,besan,2023-04-29,5,52,9,468
10,122,besan,2023-08-12,5,52,5,260
19,123,clinic plus,2023-07-31,8,1.5,10,15.0
12,122,besan,2023-07-24,4,52,5,260
10,123,besan,2023-05-12,7,52,6,312
2,122,quaker oats,2023-07-27,5,212,7,1484
3,123,sugar,2023-06-07,8,50,10,500
1,123,quaker oats,2023-05-02,7,212,6,1272
9,122,quaker oats,2023-06-21,6,212,10,2120
1,122,quaker oats,2023-06-09,5,212,7,1484
15,123,refined oil,2023-05-04,7,110,10,1100
19,121,besan,2023-04-21,2,52,4,208
10,123,besan,2023-06-17,7,52,8,416
20,123,besan,2023-04-01,7,52,7,364
19,121,dantkanti,2023-08-01,3,100,4,400
15,121,dantkanti,2023-07-13,1,100,7,700
15,122,nutrella,2023-04-12,5,40,10,400
14,122,clinic plus,2023-06-12,5,1.5,5,7.5
10,121,quaker oats,2023-06-06,2,212,5,1060
12,123,clinic plus,2023-07-05,8,1.5,9,13.5
5,123,refined oil,2023-04-15,7,110,8,880
20,121,nutrella,2023-07-02,1,40,7,280
2,122,refined oil,2023-08-05,5,110,9,990
10,123,sugar,2023-04-18,8,50,10,500
20,123,sugar,2023-03-05,7,50,5,250
9,123,dantkanti,2023-03-17,9,100,3,300
6,122,nutrella,2023-05-29,4,40,9,360
17,121,quaker oats,2023-08-07,3,212,1,212
17,122,refined oil,2023-03-27,4,110,4,440
16,121,quaker oats,2023-05-19,2,212,5,1060
15,122,quaker oats,2023-06-04,5,212,9,1908
20,123,nutrella,2023-05-10,9,40,1,40
17,121,maida,2023-08-11,2,20,7,140
17,121,nutrella,2023-03-03,1,40,7,280
14,121,dantkanti,2023-08-03,1,100,6,600
2,123,maida,2023-07-19,8,20,2,40
11,121,besan,2023-04-22,2,52,2,104
10,123,quaker oats,2023-04-02,7,212,9,1908
8,122,dantkanti,2023-06-09,5,100,6,600
12,122,quaker oats,2023-05-22,5,212,1,212
18,122,refined oil,2023-08-19,5,110,5,550
16,121,sugar,2023-07-07,1,50,3,150
8,121,quaker oats,2023-05-07,1,212,10,2120
12,122,maida,2023-04-16,5,20,3,60
15,121,besan,2023-03-31,3,52,8,416
4,121,nutrella,2023-07-31,2,40,7,280
1,121,nutrella,2023-03-07,1,40,4,160
3,123,quaker oats,2023-03-21,8,212,10,2120
13,123,refined oil,2023-05-17,8,110,6,660
7,121,quaker oats,2023-08-09,1,212,5,1060
17,121,refined oil,2023-04-06,3,110,4,440
13,122,besan,2023-06-18,5,52,6,312
4,121,refined oil,2023-08-08,3,110,10,1100
11,122,besan,2023-06-27,4,52,6,312
20,121,besan,2023-06-17,1,52,4,208
20,122,dantkanti,2023-03-04,6,100,4,400
14,121,sugar,2023-06-23,1,50,6,300
16,123,sugar,2023-05-06,7,50,4,200
9,122,clinic plus,2023-06-25,5,1.5,1,1.5
20,122,quaker oats,2023-07-12,4,212,10,2120
19,123,dantkanti,2023-05-31,7,100,7,700
10,123,quaker oats,2023-07-11,7,212,1,212
6,122,quaker oats,2023-05-25,5,212,7,1484
15,123,maida,2023-03-30,7,20,10,200
20,121,sugar,2023-05-06,2,50,7,350
9,122,besan,2023-06-27,6,52,2,104
14,122,besan,2023-05-04,6,52,6,312
10,121,sugar,2023-05-27,3,50,6,300
5,122,clinic plus,2023-07-29,5,1.5,9,13.5
7,121,nutrella,2023-03-28,2,40,10,400
18,121,maida,2023-03-23,2,20,1,20
9,122,clinic plus,2023-07-09,4,1.5,10,15.0
16,123,clinic plus,2023-04-27,9,1.5,9,13.5
5,121,nutrella,2023-06-03,1,40,4,160
10,122,besan,2023-05-11,6,52,3,156
9,122,refined oil,2023-08-20,6,110,8,880
16,123,besan,2023-06-13,8,52,7,364
17,123,sugar,2023-05-21,9,50,3,150
3,123,sugar,2023-07-02,7,50,2,100
5,123,clinic plus,2023-06-19,7,1.5,5,7.5
17,122,nutrella,2023-08-04,6,40,3,120
4,122,besan,2023-07-11,5,52,7,364
12,121,besan,2023-06-21,2,52,1,52
3,122,besan,2023-05-10,6,52,6,312
13,121,quaker oats,2023-08-01,1,212,5,1060
2,121,dantkanti,2023-06-14,2,100,2,200
14,122,refined oil,2023-04-16,4,110,6,660
18,123,quaker oats,2023-05-03,7,212,2,424
3,123,maida,2023-08-11,7,20,1,20
20,122,clinic plus,2023-05-10,5,1.5,3,4.5
9,122,sugar,2023-07-19,5,50,3,150
7,123,clinic plus,2023-05-20,9,1.5,3,4.5
12,121,quaker oats,2023-04-07,1,212,1,212
17,123,clinic plus,2023-04-21,8,1.5,6,9.0
13,123,refined oil,2023-05-05,8,110,4,440
13,121,dantkanti,2023-04-01,2,100,8,800
10,121,quaker oats,2023-06-16,3,212,7,1484
6,123,clinic plus,2023-04-29,9,1.5,9,13.5
7,121,clinic plus,2023-07-05,3,1.5,7,10.5
20,122,clinic plus,2023-05-31,5,1.5,1,1.5
4,121,quaker oats,2023-08-17,3,212,2,424
6,122,maida,2023-04-01,5,20,8,160
7,122,nutrella,2023-07-24,4,40,10,400
7,122,dantkanti,2023-07-22,4,100,1,100
7,122,nutrella,2023-04-21,5,40,3,120
4,123,dantkanti,2023-05-09,8,100,8,800
4,121,besan,2023-04-28,2,52,5,260
17,123,sugar,2023-07-25,7,50,9,450
5,122,refined oil,2023-05-25,6,110,4,440
12,122,besan,2023-05-28,5,52,2,104
2,121,refined oil,2023-08-06,2,110,5,550
6,122,refined oil,2023-07-08,4,110,1,110
1,122,besan,2023-07-30,4,52,5,260
11,123,dantkanti,2023-04-18,7,100,9,900
14,122,nutrella,2023-06-17,6,40,10,400
14,122,refined oil,2023-04-21,5,110,2,220
3,121,maida,2023-04-22,3,20,8,160
10,123,refined oil,2023-05-30,9,110,8,880
19,123,dantkanti,2023-05-17,7,100,5,500
14,122,besan,2023-08-16,5,52,4,208
6,121,besan,2023-08-12,2,52,7,364
1,122,nutrella,2023-06-17,5,40,1,40
10,123,dantkanti,2023-05-13,7,100,1,100
6,121,refined oil,2023-08-20,3,110,5,550
4,123,clinic plus,2023-05-25,9,1.5,6,9.0
14,123,clinic plus,2023-06-10,8,1.5,5,7.5
15,121,clinic plus,2023-05-19,1,1.5,9,13.5
2,122,quaker oats,2023-05-31,6,212,2,424
10,121,maida,2023-03-16,3,20,10,200
13,123,nutrella,2023-05-13,7,40,3,120
7,121,sugar,2023-07-17,2,50,6,300
15,123,besan,2023-06-08,9,52,5,260
12,123,sugar,2023-07-21,7,50,1,50
19,121,refined oil,2023-03-03,3,110,5,550
2,121,refined oil,2023-04-15,1,110,4,440
10,121,besan,2023-08-08,2,52,5,260
19,121,maida,2023-04-23,3,20,7,140
18,123,clinic plus,2023-04-26,7,1.5,2,3.0
12,122,refined oil,2023-08-03,5,110,4,440
8,122,clinic plus,2023-08-16,6,1.5,6,9.0
17,121,clinic plus,2023-05-26,3,1.5,7,10.5
20,123,clinic plus,2023-05-12,9,1.5,1,1.5
6,122,quaker oats,2023-05-22,5,212,7,1484
6,123,refined oil,2023-05-12,9,110,7,770
12,123,nutrella,2023-03-30,8,40,4,160
13,121,maida,2023-04-03,3,20,5,100
18,123,clinic plus,2023-07-13,8,1.5,10,15.0
10,122,refined oil,2023-05-31,5,110,7,770
17,121,clinic plus,2023-05-20,1,1.5,7,10.5
5,121,clinic plus,2023-07-21,2,1.5,8,12.0
10,122,maida,2023-07-05,5,20,2,40
6,122,quaker oats,2023-07-01,5,212,10,2120
12,121,besan,2023-04-02,1,52,2,104
20,121,clinic plus,2023-08-10,3,1.5,7,10.5
11,122,maida,2023-06-03,4,20,2,40
19,121,sugar,2023-03-18,2,50,5,250
7,123,maida,2023-04-30,9,20,10,200
9,123,refined oil,2023-07-27,7,110,3,330
1,121,besan,2023-04-04,3,52,5,260
19,121,refined oil,2023-07-07,2,110,5,550
1,122,dantkanti,2023-08-20,4,100,9,900
17,122,sugar,2023-03-29,6,50,10,500
18,121,nutrella,2023-06-03,3,40,6,240
12,121,dantkanti,2023-03-25,2,100,7,700
10,123,nutrella,2023-05-21,9,40,4,160
17,121,clinic plus,2023-06-14,1,1.5,5,7.5
6,122,besan,2023-07-12,5,52,9,468
11,122,nutrella,2023-07-31,6,40,5,200
17,123,quaker oats,2023-07-13,9,212,6,1272
16,123,quaker oats,2023-03-30,9,212,1,212
2,121,nutrella,2023-06-24,2,40,6,240
9,121,dantkanti,2023-07-19,3,100,5,500
18,123,refined oil,2023-04-17,7,110,10,1100
7,122,dantkanti,2023-07-12,5,100,2,200
16,123,besan,2023-03-31,9,52,3,156
1,123,sugar,2023-08-09,9,50,3,150
7,123,besan,2023-06-29,7,52,10,520
19,121,quaker oats,2023-04-19,1,212,3,636
8,123,clinic plus,2023-04-30,9,1.5,7,10.5
4,123,dantkanti,2023-07-13,9,100,9,900
11,123,quaker oats,2023-06-17,8,212,10,2120
2,122,besan,2023-05-23,4,52,10,520
11,121,besan,2023-07-09,1,52,8,416
2,123,sugar,2023-03-10,8,50,6,300
14,122,quaker oats,2023-07-20,5,212,2,424
20,122,quaker oats,2023-05-03,4,212,8,1696
12,122,quaker oats,2023-03-19,4,212,1,212
7,123,maida,2023-06-20,9,20,9,180
12,122,clinic plus,2023-08-01,4,1.5,9,13.5
10,123,refined oil,2023-06-24,7,110,6,660
16,123,maida,2023-06-29,9,20,8,160
9,122,clinic plus,2023-07-07,4,1.5,2,3.0
2,121,quaker oats,2023-04-28,2,212,9,1908
16,122,dantkanti,2023-08-20,4,100,3,300
4,123,quaker oats,2023-03-23,9,212,3,636
12,123,refined oil,2023-07-11,9,110,6,660
10,122,refined oil,2023-07-10,4,110,8,880
5,123,quaker oats,2023-06-27,9,212,7,1484
3,122,refined oil,2023-05-16,6,110,9,990
13,121,refined oil,2023-04-30,2,110,6,660
2,122,maida,2023-05-22,6,20,3,60
10,122,clinic plus,2023-04-26,4,1.5,1,1.5
4,122,nutrella,2023-03-16,4,40,6,240
1,123,nutrella,2023-03-09,8,40,8,320
3,123,maida,2023-06-09,8,20,9,180
13,121,dantkanti,2023-05-23,2,100,6,600
14,123,refined oil,2023-04-23,8,110,2,220
13,121,refined oil,2023-07-14,2,110,2,220
6,123,quaker oats,2023-08-06,9,212,2,424
15,123,maida,2023-06-03,8,20,5,100
18,123,quaker oats,2023-06-06,8,212,5,1060
4,122,dantkanti,2023-04-05,4,100,1,100
3,122,sugar,2023-06-27,4,50,3,150
19,121,clinic plus,2023-07-03,2,1.5,8,12.0
17,122,quaker oats,2023-05-03,5,212,2,424
10,121,besan,2023-06-26,2,52,2,104
20,121,besan,2023-06-15,1,52,10,520
1,123,quaker oats,2023-06-17,9,212,7,1484
2,121,refined oil,2023-05-16,3,110,7,770
15,122,maida,2023-07-04,6,20,2,40
18,122,clinic plus,2023-05-02,6,1.5,8,12.0
15,121,refined oil,2023-04-08,1,110,6,660
5,121,maida,2023-08-20,3,20,10,200
14,122,dantkanti,2023-05-20,6,100,3,300
3,123,nutrella,2023-05-14,9,40,9,360
4,121,sugar,2023-08-01,1,50,2,100
18,123,clinic plus,2023-04-29,9,1.5,7,10.5
19,121,besan,2023-07-28,2,52,1,52
12,123,besan,2023-05-15,8,52,3,156
18,122,dantkanti,2023-03-06,5,100,8,800
8,123,besan,2023-05-07,8,52,2,104
13,121,besan,2023-03-26,3,52,1,52
17,121,quaker oats,2023-04-19,2,212,9,1908
5,121,sugar,2023-05-31,3,50,3,150
14,123,maida,2023-04-29,9,20,5,100
7,121,clinic plus,2023-05-25,2,1.5,8,12.0
20,123,besan,2023-07-13,9,52,8,416
3,122,quaker oats,2023-07-16,4,212,9,1908
12,121,refined oil,2023-03-08,1,110,7,770
14,121,dantkanti,2023-05-08,1,100,7,700
10,122,quaker oats,2023-05-02,6,212,8,1696
7,121,clinic plus,2023-03-27,1,1.5,4,6.0
19,121,clinic plus,2023-06-13,1,1.5,4,6.0
2,123,maida,2023-04-13,8,20,3,60
5,122,refined oil,2023-04-15,4,110,7,770
10,123,sugar,2023-07-18,8,50,3,150
13,123,quaker oats,2023-04-26,7,212,2,424
8,121,quaker oats,2023-04-24,2,212,7,1484
13,121,nutrella,2023-07-22,2,40,7,280
6,122,sugar,2023-07-05,5,50,2,100
9,122,besan,2023-03-06,5,52,10,520
9,123,sugar,2023-05-04,7,50,5,250
7,123,sugar,2023-04-19,7,50,6,300
17,123,dantkanti,2023-07-13,7,100,5,500
11,122,refined oil,2023-04-15,6,110,1,110
8,123,nutrella,2023-07-06,7,40,4,160
19,122,nutrella,2023-07-14,5,40,3,120
8,123,quaker oats,2023-03-14,8,212,2,424
12,123,dantkanti,2023-03-24,9,100,6,600
20,121,sugar,2023-04-27,1,50,3,150
9,121,besan,2023-05-18,2,52,4,208
10,123,nutrella,2023-06-02,7,40,10,400
16,123,sugar,2023-07-11,7,50,10,500
19,121,quaker oats,2023-03-12,1,212,3,636
10,123,refined oil,2023-06-14,8,110,9,990
14,123,maida,2023-07-19,7,20,7,140
14,123,clinic plus,2023-04-10,8,1.5,6,9.0
17,122,clinic plus,2023-03-30,4,1.5,1,1.5
2,121,besan,2023-04-07,3,52,4,208
1,121,maida,2023-05-14,2,20,9,180
4,121,nutrella,2023-05-22,3,40,6,240
8,121,nutrella,2023-04-14,3,40,7,280
20,121,maida,2023-05-02,3,20,8,160
17,122,quaker oats,2023-06-20,6,212,2,424
6,122,nutrella,2023-07-01,5,40,1,40
12,121,sugar,2023-05-28,3,50,6,300
4,122,refined oil,2023-07-11,5,110,2,220
18,121,maida,2023-03-15,2,20,3,60
7,122,clinic plus,2023-04-19,4,1.5,3,4.5
15,122,refined oil,2023-05-09,4,110,7,770
6,122,sugar,2023-06-21,5,50,1,50
6,122,maida,2023-04-14,4,20,8,160
3,123,besan,2023-07-02,9,52,3,156
3,123,besan,2023-03-07,8,52,1,52
8,123,quaker oats,2023-05-31,8,212,1,212
12,122,refined oil,2023-05-21,4,110,3,330
10,121,dantkanti,2023-07-02,1,100,3,300
9,121,besan,2023-04-18,1,52,3,156
8,122,besan,2023-04-03,4,52,4,208
5,121,quaker oats,2023-04-25,1,212,4,848
6,121,sugar,2023-03-24,3,50,2,100
14,121,clinic plus,2023-07-02,3,1.5,4,6.0
5,122,nutrella,2023-08-03,6,40,3,120
19,121,nutrella,2023-05-22,1,40,1,40
20,121,maida,2023-07-15,2,20,4,80
12,122,quaker oats,2023-05-01,4,212,3,636
8,122,quaker oats,2023-04-16,6,212,2,424
19,123,nutrella,2023-08-09,9,40,9,360
16,123,dantkanti,2023-06-20,9,100,9,900
20,123,refined oil,2023-04-01,7,110,3,330
1,122,dantkanti,2023-07-18,4,100,1,100
11,122,refined oil,2023-04-17,4,110,5,550
8,121,dantkanti,2023-04-21,3,100,5,500
6,122,quaker oats,2023-06-03,5,212,2,424
14,121,sugar,2023-07-03,2,50,4,200
14,123,nutrella,2023-05-02,7,40,5,200
4,122,maida,2023-06-18,4,20,2,40
7,123,besan,2023-04-27,9,52,8,416
9,123,clinic plus,2023-05-14,9,1.5,8,12.0
6,123,nutrella,2023-07-14,8,40,3,120
16,121,maida,2023-04-19,2,20,7,140
14,121,quaker oats,2023-06-14,1,212,1,212
6,122,maida,2023-08-12,5,20,1,20
9,121,maida,2023-04-28,1,20,8,160
3,122,dantkanti,2023-04-28,5,100,4,400
14,121,sugar,2023-05-08,1,50,2,100
15,122,dantkanti,2023-07-15,4,100,4,400
20,122,besan,2023-05-25,5,52,6,312
18,121,quaker oats,2023-03-14,3,212,1,212
17,122,quaker oats,2023-04-07,6,212,2,424
19,121,maida,2023-03-06,2,20,8,160
